TUCASEID,GEMETSTA,GTMETSTA,PEEDUCA,PEHSPNON,PTDTRACE,TEAGE,TELFS,TEMJOT,TESCHENR,TESCHLVL,TESEX,TESPEMPNOT,TRCHILDNUM,TRDPFTPT,TRERNWA,TRHOLIDAY,TRSPFTPT,TRSPPRES,TRYHHCHILD,TUDIARYDAY,TUFNWGTP,TEHRUSLT,TUYEAR,TU20FWGT,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t18,t50,embed_x,embed_y,cluster
20190112180867,-1,2,40,2,1,85,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,2,4993710.804211,-1,2019,4783015.712816,510,260,0,0,0,60,0,0,0,0,125,415,0,0,0,0,30,40,-2.313072,11.393746,-1
20190112180881,-1,2,39,2,1,58,5,-1,-1,-1,2,2,0,-1,-1,0,-1,1,-1,3,16416842.09461,-1,2019,18082137.771794,500,477,0,0,0,0,0,0,0,0,43,210,45,0,0,0,0,165,-3.8226173,9.905111,-1
20190112180882,-1,1,43,2,1,37,1,2,2,-1,1,1,1,1,98076,0,1,2,0,1,2947040.481397,42,2019,2819502.607411,540,140,60,0,30,0,33,0,0,0,65,477,0,0,0,0,50,45,-0.86178756,7.739616,-1
20190112180901,-1,1,43,2,1,55,1,2,-1,-1,2,1,1,2,20000,0,1,1,16,5,7289317.539394,20,2019,8746724.128791,460,50,155,0,250,30,0,0,0,0,60,115,0,0,290,30,0,0,6.7471724,2.1454659,6
20190112180903,-1,2,46,2,1,80,5,-1,-1,-1,2,2,0,-1,-1,0,-1,1,-1,1,5293714.110756,-1,2019,4860983.94743,850,200,0,0,0,0,0,0,0,0,70,230,0,60,0,0,30,0,5.1640615,6.0455427,11
20190112180906,-1,1,39,1,3,18,1,2,2,-1,1,-1,3,2,30000,0,-1,3,2,1,13466693.560966,25,2019,12891791.768374,720,30,60,0,0,0,0,0,0,0,60,346,0,0,0,210,14,0,2.3395026,6.790346,10
20190112180908,-1,1,44,2,2,65,4,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,4,2940393.491253,-1,2019,2889502.588938,715,150,0,0,300,0,0,60,0,0,0,187,0,0,0,0,28,0,10.1505,9.4157915,8
20190112180914,-1,1,43,2,1,77,5,-1,-1,-1,1,-1,0,-1,-1,0,-1,3,-1,1,1328888.995071,-1,2019,1414891.668375,485,466,0,0,0,0,0,0,0,0,110,375,0,0,0,0,4,0,-2.7583656,11.553411,-1
20190112180918,-1,1,41,2,1,77,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,4,4979137.975197,-1,2019,4864195.247521,600,30,0,0,0,0,100,45,0,0,60,135,0,0,300,0,125,45,6.872882,2.1034472,6
20190112180925,-1,1,40,2,1,85,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,2,4435953.501376,-1,2019,4248791.35582,495,60,0,0,0,0,0,0,0,0,110,609,0,0,0,0,6,160,-1.1798341,13.474401,-1
20190112180928,-1,2,43,2,1,70,5,-1,-1,-1,2,2,0,-1,-1,0,-1,1,-1,4,8760785.263442,-1,2019,10223530.44324,420,45,0,225,0,105,45,153,0,0,30,120,0,0,238,0,59,0,9.900894,8.996817,8
20190112180934,-1,1,41,1,1,50,5,-1,-1,-1,2,1,1,-1,-1,0,2,1,15,7,5379004.061756,-1,2019,6078648.439401,585,496,43,0,0,0,30,0,0,0,75,60,0,0,0,0,151,0,-3.7694647,10.743074,20
20190112180936,-1,1,41,2,1,73,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,1,1589747.067467,-1,2019,1512384.931008,632,100,0,0,0,0,0,0,0,0,70,193,0,205,0,105,40,95,3.7945952,5.645626,11
20190112180939,-1,1,39,2,2,57,5,-1,-1,-1,2,-1,2,-1,-1,0,-1,3,1,4,3743256.61049,-1,2019,4093548.225076,380,115,570,0,0,0,30,0,0,0,20,220,0,0,0,30,75,0,-1.241961,4.663773,9
20190112180940,-1,1,41,2,1,71,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,7,2213456.326732,-1,2019,2160342.351573,630,138,0,0,0,0,0,0,0,0,45,547,0,0,0,20,0,60,1.0727116,14.656509,-1
20190112180943,-1,1,44,2,1,66,5,-1,-1,-1,1,-1,0,-1,-1,0,-1,3,-1,6,5597657.01839,-1,2019,5150768.082943,420,300,0,120,0,0,0,0,0,0,15,490,0,0,0,0,95,0,-9.108954,9.694988,4
20190112180949,-1,1,40,2,1,76,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,3,5397469.456501,-1,2019,5176841.429198,585,210,0,0,0,75,0,0,0,0,105,360,0,0,0,0,30,75,-2.3016646,11.311096,-1
20190112180956,-1,1,43,2,2,59,1,2,-1,-1,1,1,1,1,127000,0,1,2,8,2,10591778.952428,40,2019,12219096.558368,400,20,70,0,630,0,0,0,0,0,20,195,0,0,0,0,105,0,-1.0168455,-2.3519201,3
20190112180959,-1,1,44,2,4,54,1,2,-1,-1,2,1,0,1,-1,0,1,1,-1,7,7938961.751028,50,2019,9469984.462403,540,190,0,0,120,0,232,0,0,0,85,150,15,0,0,0,108,0,-0.03705337,8.832232,15
20190112180962,-1,1,44,1,1,67,5,-1,-1,-1,2,2,0,-1,-1,0,-1,1,-1,2,10785426.627184,-1,2019,10059702.925562,600,60,0,0,0,0,90,0,0,0,80,598,0,0,0,0,12,0,0.84287536,10.713007,16
20190112180975,-1,1,42,1,1,37,1,2,2,-1,1,-1,1,1,50960,0,-1,3,9,1,1904862.425133,40,2019,1821908.665964,630,110,70,0,0,0,0,0,0,0,90,540,0,0,0,0,0,0,-0.5441479,12.562895,-1
20190112180976,-1,1,40,2,1,75,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,2,4650566.32622,-1,2019,4454349.217228,720,100,0,0,0,0,1,0,30,0,30,449,0,0,0,60,20,30,-5.632123,18.839258,2
20190112180984,-1,2,41,2,1,39,1,2,2,-1,1,2,2,2,-1,0,-1,2,11,6,7450438.585726,30,2019,7816525.530262,660,330,15,0,0,0,0,0,0,0,85,305,0,0,0,0,45,0,-3.5561764,11.633371,20
20190112180997,-1,1,36,2,1,80,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,4,8483769.963315,-1,2019,7943783.408698,710,0,0,30,0,0,110,0,0,0,30,525,0,0,0,0,35,0,1.2194003,10.148122,16
20190112181000,-1,1,40,2,1,31,1,2,2,-1,2,1,2,1,53861,0,1,1,1,5,17644888.110811,40,2019,17946415.252897,550,160,60,0,570,0,25,0,0,0,20,26,0,0,0,0,22,7,-0.009237379,-3.188187,13
20190112181009,-1,1,34,1,1,62,1,2,-1,-1,1,-1,0,1,66000,0,-1,3,-1,7,5740574.169221,-4,2019,5103750.644965,420,103,0,0,0,0,0,0,0,0,17,580,240,0,0,60,20,0,-3.7141266,7.6031456,14
20190112181016,-1,1,43,2,1,41,1,2,2,-1,2,-1,0,1,221153,0,-1,3,-1,2,2755337.002931,40,2019,2549903.899636,500,65,0,0,480,120,20,0,0,0,45,150,0,0,0,0,60,0,-10.413244,1.5898527,0
20190112181018,-1,1,44,2,1,47,1,2,2,-1,2,1,1,1,117307,0,1,1,8,2,5861309.248398,40,2019,5712724.123539,480,55,53,0,465,0,20,0,0,0,35,297,0,0,0,0,35,0,-0.96964794,-2.3866305,3
20190112181030,-1,1,39,2,2,43,1,1,2,-1,2,1,3,1,15400,0,2,1,2,6,11774309.589642,40,2019,10465089.119643,570,390,60,0,331,0,0,0,0,0,30,0,0,0,0,10,49,0,-0.22670884,-2.8472219,13
20190112181032,-1,1,44,2,1,31,1,2,2,-1,2,1,2,1,115384,0,1,1,7,2,11601589.115657,40,2019,11426726.039984,520,0,30,0,500,0,0,0,0,0,40,180,0,0,0,0,155,15,0.1536709,-4.7988405,13
20190112181036,-1,1,43,2,1,46,1,2,2,-1,1,-1,0,1,192307,0,-1,3,-1,2,5734386.560192,-4,2019,4317510.446625,690,105,0,0,0,0,0,0,0,0,60,525,60,0,0,0,0,0,-3.884026,8.832016,14
20190112181038,-1,1,39,2,2,50,1,2,-1,-1,2,-1,0,1,82360,0,-1,3,-1,5,16235166.168424,40,2019,16596932.729475,565,55,0,0,480,0,15,0,0,0,65,220,0,0,0,0,40,0,0.5303829,-4.123242,13
20190112181039,-1,1,40,2,4,67,5,-1,-1,-1,1,2,0,-1,-1,0,-1,1,-1,3,8603783.623523,-1,2019,7616594.771315,745,0,0,0,0,0,0,0,0,0,90,595,0,0,0,0,10,0,0.3858074,12.460848,-1
20190112181047,-1,1,43,2,1,58,1,2,-1,-1,1,1,0,1,96153,0,1,1,-1,5,13472445.602708,40,2019,12137252.748868,570,40,0,0,510,0,15,0,0,0,55,140,30,0,0,0,80,0,0.8538705,-1.6754786,12
20190112181050,-1,1,40,2,1,37,1,2,2,-1,2,1,3,1,134615,0,1,1,8,4,11124145.735347,40,2019,11775088.516012,560,45,30,0,550,0,0,0,0,0,30,60,45,0,0,0,60,60,0.8689959,-1.5979782,12
20190112181056,-1,1,44,2,1,65,1,2,-1,-1,2,-1,0,1,173076,0,-1,3,-1,1,1971471.282785,40,2019,1909289.133993,660,90,0,0,0,0,90,0,0,0,135,355,0,0,0,0,110,0,-0.80101144,9.782982,15
20190112181057,-1,1,40,2,4,47,1,2,2,-1,2,-1,0,1,288461,0,-1,3,-1,1,3201339.338147,60,2019,3060211.939728,570,135,0,0,180,0,0,0,0,0,15,540,0,0,0,0,0,0,0.29491514,14.8767605,24
20190112181066,-1,1,43,2,4,23,5,-1,1,2,1,2,0,-1,-1,0,-1,1,-1,2,22840061.349679,-1,2019,25899538.124273,430,0,0,0,0,785,15,0,0,0,65,90,0,0,0,0,55,0,-11.01054,2.0701056,0
20190112181071,-1,1,42,2,2,64,1,1,-1,-1,2,2,0,1,170000,0,-1,1,-1,6,10042165.717346,52,2019,11089283.218942,400,155,0,0,525,0,90,0,0,0,60,150,15,0,0,0,45,0,0.20956862,-3.1216927,13
20190112181073,-1,1,43,2,1,58,1,2,-1,-1,1,2,2,1,288461,0,-1,1,5,5,7408600.842254,50,2019,7790395.944759,450,0,130,0,610,0,0,0,0,0,60,30,70,0,0,0,90,0,-0.66525143,-1.2314845,3
20190112181077,-1,1,44,2,1,51,4,-1,-1,-1,2,-1,1,-1,-1,0,-1,3,14,7,1665822.2822,-1,2019,1912214.261682,675,245,190,0,0,0,55,0,0,0,10,205,0,0,0,0,60,0,-1.8518014,5.0988503,9
20190112181081,-1,2,43,2,8,22,4,-1,2,-1,1,1,0,-1,-1,0,1,1,-1,1,5918522.062654,-1,2019,6528347.897831,629,0,0,0,0,0,0,0,0,0,36,395,0,180,0,0,110,90,5.3225665,5.2918825,11
20190112181084,-1,1,44,2,1,66,1,2,-1,-1,1,1,0,2,-1,0,2,1,-1,5,10727097.884198,2,2019,9792911.587782,525,200,10,0,15,0,5,0,0,0,107,95,90,0,315,0,78,0,6.7241797,1.9836167,6
20190112181085,-1,2,42,2,1,37,1,2,2,-1,2,1,2,2,39360,0,1,1,13,1,4766802.112032,32,2019,4520565.431126,760,333,60,0,0,0,0,0,0,0,65,85,0,133,0,0,4,0,4.7412457,5.624027,11
20190112181091,-1,2,37,2,1,32,1,2,2,-1,1,1,2,1,90250,0,1,2,3,6,15588217.56455,50,2019,15214481.623035,600,10,10,0,545,0,0,0,0,0,45,200,0,0,0,0,30,0,1.2406682,-4.728394,13
20190112181102,-1,2,34,2,1,15,5,-1,1,1,2,-1,1,-1,-1,0,-1,3,15,4,29320509.975311,-1,2019,32991888.201589,385,0,0,0,0,389,0,0,0,0,76,285,145,0,0,90,70,0,-10.896922,2.9574857,0
20190112181106,-1,1,39,2,1,22,1,2,2,-1,2,1,0,1,-1,0,1,1,-1,7,6626386.106638,40,2019,7117844.179738,590,150,0,0,420,0,140,0,0,0,90,0,0,0,0,0,50,0,0.6885715,-2.6824672,13
20190112181108,-1,1,43,2,2,63,1,2,-1,-1,2,-1,0,1,153800,0,-1,3,-1,3,4091527.360908,38,2019,4346775.50026,540,20,0,0,500,0,35,0,0,0,90,180,0,0,0,0,75,0,-0.9170109,-3.6242943,13
20190112181111,-1,2,43,2,1,43,1,2,2,-1,2,2,1,1,153846,0,-1,1,8,6,7329136.202376,65,2019,7059801.188964,580,0,0,0,680,0,0,0,0,0,45,65,0,0,0,0,70,0,0.99541664,-4.066894,13
20190112181113,-1,1,43,2,4,27,1,2,2,-1,2,-1,0,1,67307,0,-1,3,-1,7,7792282.765502,40,2019,10293998.354642,530,70,0,0,0,0,75,30,0,0,70,450,0,0,0,90,95,30,2.431669,6.9301395,10
20190112181115,-1,1,39,2,1,54,1,2,-1,-1,2,1,0,1,192307,0,1,1,-1,2,19089195.787727,40,2019,18171920.610134,430,10,0,40,546,0,10,0,0,0,30,190,75,0,0,0,109,0,0.65704143,-1.3183104,12
20190112181116,-1,1,43,2,1,46,2,2,1,2,2,-1,2,1,184090,0,-1,3,3,7,2380036.62852,40,2019,2246172.351818,515,205,105,0,0,0,0,0,0,0,30,481,0,0,0,5,45,54,-1.5599222,5.0132756,9
20190112181119,-1,1,35,2,1,75,5,-1,-1,-1,1,2,0,-1,-1,0,-1,1,-1,1,6161854.22604,-1,2019,5977655.435474,570,0,0,0,0,0,0,0,0,0,65,785,20,0,0,0,0,0,-0.6190049,14.123735,-1
20190112181123,-1,1,39,2,1,41,1,2,2,-1,1,1,2,1,70000,0,2,1,12,1,4450253.50116,40,2019,4419191.004021,888,69,0,0,0,0,52,0,0,0,95,240,0,0,0,0,96,0,1.7136341,10.575735,16
20190112181124,-1,1,43,2,1,63,4,-1,-1,-1,1,2,0,-1,-1,0,-1,1,-1,3,12052034.997288,-1,2019,10389984.888247,485,56,0,0,60,0,0,5,0,0,45,729,0,0,0,0,60,0,-0.5958727,15.244043,24
20190112181125,-1,1,39,2,1,48,4,-1,2,-1,1,-1,0,-1,-1,1,-1,3,-1,3,10115837.435413,-1,2019,8923834.738596,240,183,0,0,0,0,0,0,0,0,0,957,0,0,0,0,0,60,-1.5871574,14.478508,-1
20190112181128,-1,1,39,1,1,38,1,2,2,-1,2,-1,1,1,44800,0,-1,3,16,5,20514907.015375,40,2019,19639007.049052,465,20,0,0,565,0,35,0,0,0,80,100,90,0,0,0,85,0,0.60654926,-1.5263364,12
20190112181130,-1,1,43,2,1,60,5,-1,-1,-1,2,2,0,-1,-1,0,-1,2,-1,4,11925642.243964,-1,2019,12409156.690328,610,195,0,0,0,0,0,0,0,0,235,285,75,0,0,0,40,0,-2.436614,9.530034,14
20190112181141,-1,1,43,2,1,70,1,2,-1,-1,2,1,0,2,6000,0,2,1,-1,1,4322067.732336,12,2019,4111742.202862,600,245,0,0,0,0,0,0,0,0,105,270,135,65,0,0,20,0,-3.352701,8.238174,14
20190112181145,-1,1,39,2,2,21,1,2,2,-1,2,-1,0,1,37500,0,-1,3,-1,7,4067358.567625,36,2019,4179246.752726,1065,0,0,0,0,0,0,0,0,0,10,90,135,0,0,30,25,85,-4.247683,8.803884,14
20190112181148,-1,1,39,1,1,47,4,-1,2,-1,1,1,1,-1,-1,0,2,1,10,4,26710949.867235,-1,2019,23160069.284205,539,10,2,0,521,0,3,0,0,0,28,255,0,0,0,0,82,0,0.7853003,-5.0326242,-1
20190112181151,-1,1,39,2,1,44,5,-1,2,-1,2,1,0,-1,-1,0,1,1,-1,7,7824378.853065,-1,2019,8419297.754023,630,70,0,0,0,0,7,0,0,0,50,673,0,0,0,0,10,0,0.44044518,13.864168,26
20190112181156,-1,2,34,2,1,15,5,-1,1,1,1,-1,3,-1,-1,0,-1,3,15,1,8869858.271206,-1,2019,8493611.597343,720,20,0,0,0,0,0,0,0,0,5,670,0,0,0,0,25,0,1.6039264,14.42605,-1
20190112181157,-1,1,43,2,1,44,1,2,1,2,1,-1,0,2,17000,0,-1,3,-1,5,10116389.644761,17,2019,8296035.668121,300,0,0,0,495,0,30,0,0,0,65,315,0,0,0,30,125,80,2.490698,-2.1415834,1
20190112181168,-1,1,40,2,1,63,1,2,-1,-1,1,2,0,1,100000,0,-1,1,-1,1,4206582.041476,40,2019,4002069.297964,595,30,0,0,0,0,0,0,0,0,0,655,0,60,0,0,100,0,6.047098,5.385165,11
20190112181171,-1,2,44,2,2,35,5,-1,2,-1,2,2,1,-1,-1,0,-1,1,0,5,10587933.174521,-1,2019,11800167.746815,505,160,395,0,0,0,0,0,0,0,60,210,0,50,0,60,0,0,-0.5607168,4.970025,9
20190112181174,-1,1,44,2,1,68,1,2,-1,-1,2,2,0,2,8888,0,-1,1,-1,1,5151628.711502,-4,2019,4989141.260705,415,80,0,10,0,0,15,0,0,0,55,445,180,60,30,30,70,50,-3.654382,7.6526313,14
20190112181175,-1,1,39,2,1,73,5,-1,-1,-1,2,2,0,-1,-1,0,-1,1,-1,1,7131602.059703,-1,2019,7203786.907104,570,30,0,0,0,0,5,0,0,0,80,737,0,0,0,0,18,0,-0.8141139,13.819993,-1
20190112181184,-1,1,43,1,1,55,1,2,-1,-1,2,-1,0,2,48000,0,-1,3,-1,6,5403858.023108,30,2019,6498135.90532,485,105,0,0,345,0,25,0,0,0,75,210,20,0,0,0,135,40,0.15800415,-2.1270752,-1
20190112181186,-1,1,43,2,1,30,1,2,2,-1,1,1,0,1,240384,0,2,2,-1,6,27241626.991545,40,2019,23493309.379008,595,75,0,0,420,0,0,0,0,0,50,300,0,0,0,0,0,0,1.1926992,-4.788533,13
20190112181189,-1,1,39,2,2,51,5,-1,-1,-1,1,-1,0,-1,-1,0,-1,3,-1,1,3541623.059935,-1,2019,3431656.643123,780,0,0,0,0,0,0,0,0,0,10,650,0,0,0,0,0,0,1.9531876,13.849456,-1
20190112181198,-1,1,42,2,1,76,5,-1,-1,-1,1,2,0,-1,-1,0,-1,1,-1,7,3937746.193808,-1,2019,4301297.859895,570,150,0,0,0,0,0,0,0,0,75,360,0,0,0,0,240,45,-1.7284203,12.176345,-1
20190112181205,-1,1,42,2,1,38,1,2,2,-1,2,1,2,2,79500,0,1,1,6,7,4359671.757449,28,2019,4241668.675844,620,110,130,5,0,0,0,0,60,0,40,315,0,0,0,0,160,0,-1.088988,4.6877265,9
20190112181210,-1,2,39,2,1,58,1,2,-1,-1,1,-1,0,1,100000,0,-1,3,-1,4,9614400.33288,40,2019,10009839.298332,530,30,0,0,450,0,0,0,0,0,40,346,0,0,0,0,44,0,-0.22261998,-5.355775,13
20190112181214,-1,1,43,2,1,56,1,2,-1,-1,2,-1,0,1,217307,0,-1,3,-1,5,5313168.532965,40,2019,6296370.743236,570,15,0,0,600,0,0,0,0,0,50,160,0,0,0,0,0,45,0.79805607,-4.257107,13
20190112181216,-1,1,35,1,1,15,5,-1,1,1,2,-1,2,-1,-1,0,-1,3,15,1,15494062.201247,-1,2019,15071224.174309,820,90,0,0,0,45,0,0,0,0,150,180,0,105,0,0,50,0,5.060693,5.4891953,11
20190112181219,-1,1,43,2,1,44,1,2,2,-1,1,1,2,1,201900,0,1,1,14,1,3878607.366299,50,2019,3971175.31707,525,0,17,0,513,0,0,0,0,0,30,315,0,0,0,0,40,0,0.20005576,-5.3035045,13
20190112181230,-1,1,43,2,1,42,1,2,2,-1,1,1,3,1,288461,0,1,1,9,4,6549424.769835,45,2019,6191865.970204,410,50,75,0,715,0,0,0,0,0,53,15,0,0,0,0,122,0,-1.2381291,-2.349664,3
20190112181231,-1,1,43,2,1,70,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,1,1973451.240983,-1,2019,1877416.841974,610,0,0,0,0,0,0,0,0,0,30,600,0,0,180,0,20,0,6.6219125,2.3143575,6
20190112181236,-1,1,46,2,2,69,5,-1,-1,-1,2,2,0,-1,-1,0,-1,1,-1,7,4698183.685847,-1,2019,4465214.907774,565,225,0,0,0,0,0,0,0,0,50,245,0,270,0,15,70,0,4.668515,4.9612117,11
20190112181239,-1,1,39,2,1,71,5,-1,-1,-1,1,2,0,-1,-1,1,-1,1,-1,3,17299090.028094,-1,2019,19538312.72876,585,65,0,0,0,0,65,0,0,0,105,545,45,0,0,0,30,0,-1.1143363,12.4617605,25
20190112181240,-1,1,39,2,1,69,5,-1,-1,-1,1,-1,0,-1,-1,0,-1,3,-1,2,6174366.431816,-1,2019,6386670.610365,690,180,0,0,0,0,30,0,0,0,45,435,0,0,0,0,60,0,1.5782022,10.667914,16
20190112181242,-1,1,43,2,1,48,1,2,2,-1,1,-1,2,1,288461,0,-1,3,13,7,1686411.362244,35,2019,1632287.439873,405,0,120,0,0,0,0,0,0,0,190,285,360,0,0,0,80,0,-3.3746104,8.075368,14
20190112181250,-1,1,43,2,2,79,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,7,2731476.718843,-1,2019,2461457.4615,635,18,0,0,0,0,120,0,0,0,90,499,0,0,0,35,43,0,0.40653518,9.930048,16
20190112181257,-1,1,39,2,1,73,5,-1,-1,-1,2,2,0,-1,-1,0,-1,1,-1,1,3202048.171995,-1,2019,3234458.751937,590,565,35,0,0,0,60,0,0,0,35,110,0,0,0,0,20,25,-3.5764987,10.647751,20
20190112181262,-1,1,43,2,1,41,1,2,2,-1,1,1,3,1,250000,0,2,1,11,1,3604458.712972,40,2019,3690483.753712,455,143,15,0,30,0,21,0,0,0,55,442,0,0,180,10,29,60,6.7332597,2.3305721,6
20190112181263,-1,1,40,2,1,74,1,2,-1,-1,2,-1,0,2,20000,0,-1,3,-1,6,6108150.385158,15,2019,7274108.117061,654,151,0,0,300,0,105,0,0,0,65,95,0,0,0,0,70,0,0.70081604,-2.676397,13
20190112181268,-1,1,43,2,4,40,1,2,2,-1,2,1,3,1,64000,0,1,1,4,7,2783859.473365,40,2019,2714914.700946,675,95,120,0,0,0,90,0,0,0,160,170,0,0,0,0,130,0,-0.5961774,9.290859,15
20190112181269,-1,1,39,2,5,30,5,-1,2,-1,2,1,4,-1,-1,1,3,1,3,3,18950231.498548,-1,2019,16583625.330027,740,150,60,0,0,0,0,0,0,0,40,450,0,0,0,0,0,0,-0.5600605,5.485699,9
20190112181270,-1,1,39,1,1,50,1,2,-1,-1,2,-1,1,1,-1,0,-1,3,17,4,15531900.282942,40,2019,14230914.503451,360,435,0,0,480,0,15,0,0,0,0,30,0,0,0,10,40,70,-0.20896909,-2.9450457,13
20190112181271,-1,1,46,2,1,34,2,2,2,-1,2,1,1,1,233333,0,1,1,5,7,4903587.343557,45,2019,4807902.792222,540,240,140,0,60,0,150,0,0,0,270,0,0,0,0,0,40,0,-0.7321514,9.082845,15
20190112181275,-1,1,43,2,1,44,1,2,2,-1,2,1,1,2,172500,0,1,1,14,1,2744486.76987,25,2019,2608871.621965,555,85,0,0,0,0,0,0,10,0,170,205,120,0,140,0,145,10,6.371757,2.118925,6
20190112181276,-1,2,40,2,1,59,1,1,-1,-1,1,-1,0,1,26250,0,-1,3,-1,7,2175472.882772,-4,2019,2177757.737857,695,295,0,0,0,0,55,0,0,0,140,60,60,0,0,0,35,100,-2.764363,9.700248,14
20190112181280,-1,1,44,2,2,45,1,2,2,-1,1,-1,0,1,130769,0,-1,3,-1,1,3059796.790003,45,2019,3202539.48753,615,30,0,0,0,0,0,0,0,0,15,470,0,185,65,0,60,0,6.3314896,3.1927183,6
20190112181282,-1,1,42,2,1,70,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,7,1788486.654373,-1,2019,1745570.227885,686,215,0,0,0,0,45,0,0,0,20,256,0,30,0,10,178,0,1.9566361,10.368462,16
20190112181286,-1,1,43,2,1,77,5,-1,-1,-1,2,2,0,-1,-1,0,-1,1,-1,7,6511006.440729,-1,2019,6133793.370329,630,55,0,0,0,0,55,15,0,0,50,605,0,0,0,0,30,0,0.89923537,11.17314,-1
20190112181288,-1,2,44,2,1,66,1,2,-1,-1,1,2,0,1,288461,0,-1,1,-1,3,8098464.342107,50,2019,7169255.279169,510,0,0,0,570,0,10,0,0,0,60,95,75,0,0,0,120,0,0.6534271,-1.4850177,12
20190112181291,-1,1,42,2,1,46,1,2,2,-1,1,-1,0,2,33000,0,-1,3,-1,6,6145925.355293,30,2019,4816419.461383,540,30,0,0,580,0,0,0,0,0,30,220,0,0,0,0,40,0,0.7557316,-4.9735518,-1
20190112181293,-1,1,40,2,1,73,1,2,-1,-1,2,1,0,2,30000,0,1,1,-1,7,5032178.480382,15,2019,4911426.604877,540,590,0,0,0,0,0,0,0,0,10,300,0,0,0,0,0,0,-4.0133576,11.62718,20
20190112181294,-1,1,42,1,1,49,1,2,2,-1,1,1,1,2,-1,0,1,1,13,7,7869403.370096,-4,2019,7614677.481668,510,25,0,0,355,0,55,0,0,0,150,235,0,0,0,0,110,0,-2.1621902,-3.394305,13
20190112181297,-1,2,42,2,1,67,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,7,8079390.450056,-1,2019,8027441.614108,840,5,0,0,0,0,120,0,0,0,35,350,0,0,0,0,90,0,1.4233662,10.086954,16
20190112181300,-1,1,35,2,1,15,5,-1,1,1,2,-1,1,-1,-1,0,-1,3,15,5,32401321.970468,-1,2019,36912582.653077,547,15,0,0,0,557,0,0,0,0,95,135,0,0,0,0,52,39,-11.170523,2.182692,0
20190112181302,-1,2,32,2,2,33,1,2,2,-1,2,-1,4,1,74925,1,-1,3,3,3,9454397.842019,60,2019,8604036.802992,540,120,15,145,0,0,0,0,0,0,80,500,0,0,0,40,0,0,-9.585363,9.84992,4
20190112181304,-1,1,41,1,1,64,1,2,-1,-1,1,2,0,2,0,0,-1,2,-1,7,3953355.090117,32,2019,3857580.2191,615,365,0,0,0,0,15,0,0,0,45,355,15,0,0,20,10,0,-3.986486,11.819968,20
20190112181310,-1,1,40,2,1,85,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,5,10998915.801478,-1,2019,10878844.424103,590,40,0,0,0,0,0,0,0,0,110,600,0,0,0,0,100,0,-0.8917206,12.775509,-1
20190112181311,-1,2,39,2,1,80,5,-1,-1,-1,1,2,0,-1,-1,0,-1,1,-1,1,6769736.41736,-1,2019,6567365.959575,500,105,0,0,0,0,0,0,0,0,50,570,0,85,0,0,70,60,5.9146194,5.212366,11
20190112181312,-1,1,43,2,1,64,5,-1,-1,-1,1,1,0,-1,-1,0,1,2,-1,7,4370418.102339,-1,2019,4265751.386512,445,223,0,0,0,0,41,3,0,0,95,457,45,0,0,0,131,0,-1.9159276,11.76519,-1
20190112181320,-1,1,44,2,1,47,1,2,2,-1,1,1,2,2,57692,0,1,1,2,3,7157194.758463,30,2019,6298467.505054,718,120,265,0,0,0,35,0,0,0,65,145,0,0,0,0,92,0,-1.0481582,5.048554,9
20190112181324,-1,1,46,2,1,70,1,2,-1,-1,1,1,0,1,180000,0,2,1,-1,1,4753365.52902,50,2019,4433626.267325,600,35,0,0,370,0,0,0,0,0,95,320,0,0,0,0,20,0,-1.7362006,-3.7798615,13
20190112181327,-1,1,41,2,1,45,1,2,2,-1,1,2,2,1,288461,0,-1,1,9,1,4433179.15923,50,2019,4182453.188231,460,180,10,0,30,0,0,0,0,0,165,565,0,0,0,0,30,0,-1.5606344,11.870919,25
20190112181328,-1,1,43,2,1,73,5,-1,-1,-1,1,-1,0,-1,-1,1,-1,3,-1,3,11998105.014505,-1,2019,11581623.955514,600,30,60,0,0,0,0,0,0,0,75,465,0,0,0,0,210,0,-0.54423064,12.584864,-1
20190112181330,-1,1,44,2,4,33,1,2,2,-1,1,1,0,1,57692,0,1,1,-1,7,5111934.096375,40,2019,6065914.787251,1215,105,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,3.0661047,11.506211,22
