TUCASEID,GEMETSTA,GTMETSTA,PEEDUCA,PEHSPNON,PTDTRACE,TEAGE,TELFS,TEMJOT,TESCHENR,TESCHLVL,TESEX,TESPEMPNOT,TRCHILDNUM,TRDPFTPT,TRERNWA,TRHOLIDAY,TRSPFTPT,TRSPPRES,TRYHHCHILD,TUDIARYDAY,TUFNWGTP,TEHRUSLT,TUYEAR,TU20FWGT,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t18,t50,embed_x,embed_y,cluster
20190101190022,-1,1,40,2,2,85,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,1,2286291.439799,-1,2019,2041308.2795,690,0,0,0,0,0,0,0,0,0,30,420,0,240,0,0,60,0,5.2749453,5.3215938,11
20190101190031,-1,1,37,1,1,25,1,2,2,-1,2,1,1,2,16500,0,1,2,3,4,53729031.431663,20,2019,47103357.504077,540,13,0,0,0,0,0,0,0,0,10,877,0,0,0,0,0,0,0.16786039,15.586599,24
20190101190057,-1,1,40,1,1,20,1,2,2,-1,2,-1,0,2,30000,0,-1,3,-1,5,23789098.911461,20,2019,20895103.07997,705,0,5,0,390,0,0,0,0,0,30,300,0,0,0,10,0,0,2.0739899,-4.610765,-1
20190101190107,-1,1,42,1,1,61,4,-1,-1,-1,2,2,0,-1,-1,0,-1,1,-1,3,22241500.157859,-1,2019,28980104.112026,450,75,588,0,0,0,0,0,0,0,40,100,0,0,0,0,187,0,-1.218789,4.536801,9
20190101190555,-1,2,43,2,1,34,1,2,2,-1,1,1,1,1,-1,0,3,1,2,1,2599756.61986,-4,2019,2955963.485442,495,0,130,0,75,0,0,0,0,0,110,580,0,0,0,0,50,0,-1.1774291,5.6835737,9
20190101190565,-1,1,43,2,1,53,1,2,-1,-1,2,1,0,1,211538,0,1,2,-1,3,17223160.514212,40,2019,17129339.799519,390,150,0,18,460,0,6,0,0,0,0,60,0,0,110,60,186,0,6.009364,0.9344437,5
20190101190568,-1,1,32,1,1,26,1,2,2,-1,2,1,3,2,25000,0,1,1,3,1,5515375.655517,33,2019,7075636.670308,900,120,30,0,0,0,0,0,0,0,45,345,0,0,0,0,0,0,2.7828343,11.986426,22
20190101190587,-1,1,43,1,1,45,1,2,2,-1,1,2,4,1,48000,0,-1,1,4,1,7640780.010151,50,2019,7206594.55502,540,270,65,0,0,0,30,0,0,0,135,180,0,0,0,0,70,150,-1.5294557,6.0988708,9
20190101190607,-1,2,39,2,1,85,5,-1,-1,-1,1,-1,0,-1,-1,0,-1,3,-1,1,2865211.663099,-1,2019,2779560.736657,535,580,0,0,0,0,60,0,0,0,75,90,0,0,0,60,40,0,1.3988932,7.076129,10
20190101190654,-1,1,43,2,1,74,5,-1,-1,-1,1,2,0,-1,-1,0,-1,1,-1,3,17748277.199617,-1,2019,17132194.803736,260,165,0,0,0,0,360,65,0,0,90,300,0,0,0,0,200,0,-0.07038668,8.841718,15
20190101190677,-1,1,41,2,1,85,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,1,2290433.4979,-1,2019,2103203.957185,635,40,0,0,0,0,0,0,10,0,50,485,0,0,0,55,0,165,2.6003199,7.3125834,10
20190101190703,-1,1,40,2,2,36,1,2,2,-1,1,-1,0,1,65300,0,-1,3,-1,5,5831622.58622,40,2019,5891652.79206,427,0,0,0,690,0,0,0,0,0,0,318,0,0,0,0,5,0,0.03877286,-5.2321944,13
20190101190725,-1,1,39,2,2,67,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,4,7116737.697129,-1,2019,6703170.507627,667,75,0,0,0,0,0,95,0,0,35,410,0,0,0,0,80,78,9.729134,9.249719,8
20190101190755,-1,1,44,2,1,40,1,2,2,-1,1,2,5,1,178846,0,-1,1,4,1,1994509.93682,50,2019,2042111.480417,510,0,145,0,150,0,0,0,0,0,90,240,0,120,165,0,20,0,6.541822,2.7364483,6
20190101190757,-1,1,43,2,1,53,1,2,-1,-1,1,1,0,1,144230,0,1,1,-1,5,21721841.137096,52,2019,19634167.393199,565,50,0,0,592,0,3,0,0,0,35,100,45,0,0,0,50,0,0.87235796,-1.5946714,12
20190101190760,-1,1,40,2,1,77,5,-1,-1,-1,2,2,0,-1,-1,0,-1,1,-1,3,10432997.71808,-1,2019,10006536.443229,620,199,0,30,0,0,175,0,0,0,45,151,57,0,0,40,76,47,0.3460483,8.68525,15
20190101190778,-1,1,42,2,1,40,1,2,2,-1,1,-1,1,1,116100,0,-1,3,9,1,2438151.526197,54,2019,2496341.146629,625,520,40,0,0,0,60,0,0,0,85,60,0,0,0,0,50,0,-3.6435924,10.718747,20
20190101190790,-1,1,43,2,1,52,1,2,-1,-1,1,1,0,1,86538,0,1,1,-1,4,20913244.132109,40,2019,18670726.313835,585,210,0,0,5,0,200,20,0,0,50,175,0,0,0,120,75,0,1.7254953,7.4569855,10
20190101190802,-1,1,39,2,1,52,1,2,-1,-1,1,1,1,1,146153,0,1,1,6,5,13517841.481708,-4,2019,13828426.032055,430,60,50,0,610,0,0,0,0,0,105,90,0,0,0,0,95,0,-1.6682075,-2.4394865,3
20190101190817,-1,1,43,2,1,37,1,2,2,-1,2,1,2,2,-1,0,1,1,3,1,3669781.997381,15,2019,3480213.620627,485,240,160,0,0,0,15,0,0,0,160,160,180,0,0,0,40,0,-2.1390095,6.072414,9
20190101190827,-1,2,34,2,1,74,5,-1,-1,-1,1,2,0,-1,-1,0,-1,1,-1,3,17576712.26467,-1,2019,19851870.844816,670,45,0,0,0,0,0,0,0,0,105,620,0,0,0,0,0,0,-0.7297679,12.429306,-1
20190101190838,-1,1,37,2,1,18,5,-1,1,1,1,-1,1,-1,-1,0,-1,3,15,1,5343299.134406,-1,2019,5116644.044177,670,120,0,0,0,170,0,0,0,0,70,300,0,0,0,20,35,55,-11.19103,2.5888593,0
20190101190855,-1,1,40,2,1,76,5,-1,-1,-1,1,-1,0,-1,-1,0,-1,3,-1,2,5712924.781399,-1,2019,5521387.093755,542,62,0,47,0,0,0,0,0,0,0,656,60,0,0,9,64,0,-8.64064,10.351465,4
20190101190877,-1,2,40,2,1,67,5,-1,-1,-1,2,1,0,-1,-1,0,1,1,-1,4,18659623.161653,-1,2019,17632629.23529,960,180,0,0,0,0,0,0,0,0,30,260,0,0,0,10,0,0,2.8096328,12.104241,22
20190101190912,-1,1,43,2,1,68,1,2,-1,-1,1,1,0,1,192307,0,2,1,-1,4,11287941.418438,50,2019,10178136.862612,600,0,0,0,465,0,0,0,0,0,150,165,0,0,0,0,60,0,-2.1176233,-3.4571269,13
20190101190950,-1,1,37,2,4,18,5,-1,1,1,1,-1,0,-1,-1,0,-1,3,-1,4,32322075.148457,-1,2019,29065692.591127,498,1,0,0,0,505,0,0,0,0,85,314,0,0,0,0,37,0,-11.199162,2.1503668,0
20190101190955,-1,1,43,2,2,68,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,1,3919019.789642,-1,2019,3630550.790426,490,541,0,0,0,0,15,0,0,0,87,75,0,0,0,184,48,0,1.763605,6.944226,10
20190101190969,-1,1,46,2,4,80,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,2,5716189.319487,-1,2019,5475011.350172,480,95,0,0,0,0,0,0,0,0,35,180,0,0,595,0,55,0,6.683213,2.1064823,6
20190101190971,-1,1,39,1,1,65,1,2,-1,-1,1,1,0,1,130000,0,1,1,-1,1,6056709.341348,50,2019,5660959.06953,870,245,0,0,0,0,45,0,0,0,110,120,0,0,0,0,50,0,1.7937405,10.522817,16
20190101190992,-1,1,45,2,1,64,1,2,-1,-1,1,2,0,2,-1,0,-1,1,-1,1,6017664.404948,32,2019,5725101.691358,465,150,0,0,0,0,0,0,0,0,150,555,0,0,0,0,120,0,-1.5884082,11.881036,25
20190101190993,-1,1,43,2,1,74,5,-1,-1,-1,2,-1,2,-1,-1,0,-1,3,1,5,6495347.04414,-1,2019,7770663.972662,990,0,0,0,0,0,0,0,0,0,90,360,0,0,0,0,0,0,2.6875305,12.012186,22
20190101190996,-1,1,39,2,1,19,1,2,1,2,1,-1,0,2,21600,0,-1,3,-1,1,15333799.962761,14,2019,14032113.135865,600,10,0,0,475,100,0,0,0,0,30,200,0,0,0,0,25,0,-10.39832,1.5750607,0
20190101191026,-1,1,44,2,1,68,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,5,5258046.715023,-1,2019,5030541.054698,450,105,0,265,0,0,0,0,0,0,55,450,75,0,0,0,30,10,-9.4739275,9.601555,4
20190101191042,-1,1,42,2,2,47,1,1,2,-1,2,-1,2,2,43200,0,-1,3,3,4,3163450.808186,26,2019,3270329.773309,440,60,120,0,320,0,55,0,0,0,40,200,0,60,0,0,145,0,-1.3172575,-1.1236349,3
20190101191054,-1,1,40,2,1,59,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,1,2427399.1059,-1,2019,2858999.18877,600,85,0,120,0,0,0,0,0,0,30,605,0,0,0,0,0,0,-9.104323,10.040059,4
20190101191111,-1,1,46,2,1,33,1,2,2,-1,1,1,1,1,240000,0,2,1,1,2,9377271.725166,40,2019,9068729.413487,510,35,60,0,525,0,10,0,0,0,120,140,0,0,0,0,40,0,-1.7580202,-2.3170369,3
20190101191192,-1,1,44,2,1,42,1,2,2,-1,1,-1,0,1,288461,0,-1,3,-1,4,7824892.786223,50,2019,6337929.549811,530,10,0,0,361,0,10,0,0,0,80,100,0,0,0,0,289,60,-0.80939883,-3.7448149,13
20190101191219,-1,1,41,2,1,58,5,-1,-1,-1,1,-1,0,-1,-1,0,-1,3,-1,1,4120859.679651,-1,2019,4020929.000052,600,270,0,0,0,0,0,0,0,0,60,510,0,0,0,0,0,0,-2.8665645,12.665699,-1
20190101191238,-1,1,39,2,2,40,5,-1,1,2,2,-1,3,-1,-1,0,-1,3,6,1,7969496.238703,-1,2019,7620877.894691,595,305,170,0,0,260,8,0,0,0,60,0,0,25,0,5,12,0,-10.731607,2.0639725,0
20190101191258,-1,1,39,2,2,57,1,2,-1,-1,2,-1,2,1,78846,0,-1,3,6,5,8206446.163228,40,2019,9086183.139639,610,30,0,0,479,0,0,0,0,0,30,250,0,0,0,0,41,0,1.3842502,-4.8364234,13
20190101191270,-1,3,39,2,1,46,1,2,2,-1,1,-1,0,1,138461,0,-1,3,-1,1,5170967.016152,50,2019,4521681.00556,540,30,0,0,640,0,0,0,0,0,35,60,60,0,0,0,75,0,0.82966816,-1.609458,12
20190101191288,-1,1,39,2,1,72,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,1,2953556.988879,-1,2019,2983452.383876,570,15,0,0,0,0,20,0,0,0,0,762,0,60,0,0,13,0,6.103513,5.369586,11
20190101191314,-1,1,40,2,1,28,1,2,2,-1,2,-1,1,1,67680,0,-1,3,7,3,11228558.390947,-4,2019,9674624.045404,545,25,0,0,330,0,0,0,0,0,75,30,0,0,0,60,375,0,2.8468661,-2.1365886,1
20190101191325,-1,1,44,2,1,62,5,-1,-1,-1,2,1,0,-1,-1,0,2,1,-1,1,5821569.754121,-1,2019,5658085.614919,570,45,30,0,0,0,70,0,0,0,90,589,0,0,0,0,46,0,0.7737154,10.780597,16
20190101191327,-1,1,45,2,1,80,5,-1,-1,-1,1,2,0,-1,-1,0,-1,2,-1,1,4530218.744019,-1,2019,4823404.197492,600,90,0,0,0,0,0,0,0,0,160,300,150,0,0,0,90,50,-3.1466775,8.438918,14
20190101191331,-1,1,44,2,1,44,5,-1,2,-1,2,1,4,-1,-1,0,1,1,2,1,2233401.281766,-1,2019,2123040.740595,525,200,260,0,0,0,30,0,0,0,90,55,0,85,60,0,80,55,3.8649688,4.8371997,11
20190101191418,-1,1,43,2,1,66,5,-1,-1,-1,2,2,0,-1,-1,0,-1,1,-1,1,6062815.326588,-1,2019,5871588.151215,560,105,0,0,0,0,0,0,0,0,15,730,0,0,0,0,30,0,0.16377175,14.7571125,-1
20190101191420,-1,1,43,2,2,61,1,2,-1,-1,2,-1,0,1,153846,0,-1,3,-1,3,4981077.728669,36,2019,5291820.077445,750,30,0,0,210,0,60,0,0,0,30,270,0,60,0,0,30,0,5.2258425,5.7220864,11
20190101191442,-1,1,43,2,4,41,1,2,2,-1,2,1,1,1,180000,0,1,1,8,4,15122330.715543,40,2019,14274017.945113,570,0,3,0,482,0,0,0,0,0,70,270,0,0,0,0,45,0,1.3487297,-4.459417,13
20190101191477,-1,1,39,2,2,54,1,1,-1,-1,2,-1,0,1,80920,0,-1,3,-1,4,10717298.066793,43,2019,10821322.857017,505,0,0,0,720,0,0,0,0,0,71,75,0,0,0,0,69,0,-0.44747522,-3.7374125,13
20190101191547,-1,1,44,2,1,72,5,-1,-1,-1,1,2,0,-1,-1,0,-1,1,-1,3,15731655.414256,-1,2019,15185574.470749,570,295,0,0,0,0,0,0,0,0,140,180,0,0,165,0,90,0,7.197775,2.1648457,6
20190101191593,-1,1,38,2,1,80,5,-1,-1,-1,1,-1,0,-1,-1,0,-1,3,-1,4,10378203.638004,-1,2019,11970086.616997,585,33,0,0,0,0,65,270,0,0,120,300,0,0,0,0,67,0,10.105373,9.150628,8
20190101191632,-1,1,41,1,1,26,5,-1,1,2,2,-1,2,-1,-1,0,-1,3,5,2,14720128.951031,-1,2019,12750801.925967,635,245,130,0,0,320,0,0,0,0,70,0,0,0,0,0,40,0,-10.755316,2.0793533,0
20190101191681,-1,1,39,2,1,73,5,-1,-1,-1,2,1,0,-1,-1,0,2,1,-1,5,14967369.515028,-1,2019,16949662.793726,395,225,0,0,0,0,0,0,0,0,60,440,150,60,40,0,70,0,-3.6347883,7.7630587,14
20190101191701,-1,1,39,1,1,29,1,2,2,-1,2,-1,2,1,50000,0,-1,3,2,1,4797444.120968,40,2019,6154607.34975,780,235,100,0,0,0,0,0,0,0,60,210,0,0,0,0,55,0,-1.5987966,5.183676,9
20190101191748,-1,1,40,2,1,42,5,-1,1,2,2,-1,1,-1,-1,0,-1,3,4,3,7832046.258207,-1,2019,7258060.461253,600,40,5,50,0,0,15,0,0,0,75,510,0,0,0,0,145,0,-8.871677,10.387451,4
20190101191756,-1,1,38,2,2,47,1,2,2,-1,2,-1,2,2,21000,0,-1,3,10,1,4637964.781129,15,2019,4291925.11212,691,90,0,0,350,0,10,0,0,0,45,55,0,0,0,0,125,74,2.11279,-3.8790686,13
20190101191789,-1,2,39,2,1,39,5,-1,2,-1,1,-1,1,-1,-1,0,-1,3,6,1,1972991.836688,-1,2019,1830739.142583,690,77,61,0,0,0,132,0,0,0,30,0,420,0,0,0,30,0,-3.8264122,8.260034,14
20190101191807,-1,1,39,2,1,34,1,2,2,-1,1,1,3,1,77000,0,2,1,4,1,4314338.145322,60,2019,4757681.146707,640,480,0,0,0,0,0,0,0,0,20,300,0,0,0,0,0,0,-4.2689466,11.983893,-1
20190101191828,-1,2,39,2,1,73,1,1,-1,-1,1,1,0,1,54000,0,3,1,-1,1,7979070.485597,-4,2019,6781021.858246,412,20,0,0,439,0,0,0,0,0,10,468,0,0,0,0,91,0,-0.52103925,-5.599108,13
20190101191850,-1,1,41,2,1,65,1,2,-1,-1,2,-1,0,1,85400,0,-1,3,-1,1,1964457.630135,40,2019,1902496.698865,645,155,0,0,0,0,60,0,0,0,20,230,0,100,0,120,110,0,3.3003054,6.1265826,-1
20190101191863,-1,1,40,1,1,37,4,-1,2,-1,2,-1,3,-1,-1,0,-1,3,11,1,2036928.459427,-1,2019,1901685.438186,681,445,180,0,0,0,65,0,0,0,10,20,0,0,0,0,39,0,-2.1189559,5.150657,9
20190101191878,-1,2,34,2,1,50,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,3,26647458.745847,-1,2019,25401844.10136,600,165,0,0,0,0,0,0,0,0,105,570,0,0,0,0,0,0,-1.6611238,12.19953,-1
20190101191892,-1,1,43,2,1,44,5,-1,2,-1,2,1,4,-1,-1,0,1,1,0,4,8398701.978031,-1,2019,7927562.556666,444,275,383,0,0,0,0,0,0,0,30,122,0,6,30,150,0,0,-0.44250217,5.0667834,9
20190101191903,-1,1,39,2,1,85,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,4,19689263.479331,-1,2019,18436054.399509,566,410,0,0,0,0,0,0,0,0,45,382,27,0,0,0,0,10,-3.8045828,11.989877,20
20190101191934,-1,2,43,2,1,36,1,2,2,-1,2,1,1,1,53000,0,1,1,10,2,14405258.216705,40,2019,14949963.756951,773,517,15,0,3,0,5,0,0,0,30,95,0,0,0,0,2,0,-4.6224504,11.4226885,20
20190101191955,-1,1,36,2,2,77,5,-1,-1,-1,1,2,0,-1,-1,0,-1,1,-1,3,10759875.946693,-1,2019,13803891.04603,850,420,0,0,0,0,0,0,0,0,20,150,0,0,0,0,0,0,2.5749624,10.86595,21
20190101192000,-1,1,45,2,1,78,5,-1,-1,-1,1,2,0,-1,-1,0,-1,1,-1,2,16700347.757182,-1,2019,16140433.857622,570,0,45,0,0,0,180,0,0,0,210,360,0,0,0,0,75,0,-0.7137022,9.592679,15
20190101192011,-1,1,39,2,1,57,5,-1,-1,-1,1,1,0,-1,-1,0,1,1,-1,2,25290666.098865,-1,2019,25815869.259686,660,210,0,0,0,0,30,120,0,0,90,240,0,0,0,0,90,0,9.941416,9.240253,8
20190101192038,-1,2,39,1,1,49,5,-1,2,-1,2,1,1,-1,-1,0,1,1,14,5,14510232.551638,-1,2019,13045293.954844,565,327,5,30,0,0,0,0,0,0,30,212,45,10,0,20,34,162,-3.812932,9.891256,-1
20190101192084,-1,1,44,2,1,73,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,1,1991827.856797,-1,2019,1894899.193355,540,405,0,0,0,0,0,0,0,0,80,300,0,0,85,0,30,0,7.31759,2.2832437,6
20190101192090,-1,1,39,1,1,80,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,1,1689099.11021,-1,2019,1621270.766598,625,65,0,0,0,0,0,0,0,0,40,650,0,0,0,20,40,0,1.0732651,14.722655,-1
20190101192120,-1,1,42,2,2,32,1,2,1,2,2,1,1,1,77600,0,1,1,3,2,13734504.620953,37,2019,14067624.355277,604,70,56,0,446,0,2,0,0,0,55,180,0,0,0,15,12,0,-1.2029608,-2.026582,3
20190101192121,-1,1,35,2,3,29,1,2,2,-1,1,-1,2,1,52000,0,-1,3,4,5,6604077.224229,40,2019,7641319.153984,512,30,116,0,485,0,2,0,0,0,40,207,0,0,0,0,48,0,-1.3510782,-1.6608895,3
20190101192137,-1,1,43,2,1,28,1,2,2,-1,2,-1,1,1,53000,0,-1,3,7,5,12208323.225743,40,2019,10847367.009362,538,93,35,0,452,0,0,0,0,0,40,210,0,0,0,0,72,0,-0.99711025,-2.6265562,3
20190101192143,-1,1,39,2,1,78,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,2,7563263.53096,-1,2019,6943354.272168,615,760,0,0,0,0,0,0,0,0,60,0,0,0,0,5,0,0,-4.0218306,10.983376,20
20190101192161,-1,1,42,1,1,66,5,-1,-1,-1,2,2,0,-1,-1,0,-1,1,-1,2,6740728.646608,-1,2019,6287162.300636,655,365,0,70,0,0,0,0,0,0,25,155,0,0,0,20,60,90,-8.728089,9.961075,4
20190101192173,-1,1,45,2,1,61,1,2,-1,-1,2,-1,0,1,288461,0,-1,3,-1,4,7811031.179203,45,2019,8127722.418038,540,110,0,0,480,0,0,0,0,0,35,225,0,0,0,0,50,0,0.26255885,-4.5755997,13
20190101192195,-1,1,43,2,1,26,1,2,1,2,2,-1,0,2,34260,0,-1,3,-1,2,50453120.766406,20,2019,42872619.712092,575,60,0,0,0,350,0,0,0,0,40,330,0,0,0,0,85,0,-11.336185,2.2577991,0
20190101192202,-1,1,40,1,1,45,2,2,2,-1,2,1,0,1,103921,0,1,1,-1,4,30357689.082408,40,2019,30004467.41144,780,30,0,0,0,0,0,20,0,0,10,530,0,0,0,0,10,60,2.173795,13.422568,22
20190101192282,-1,1,38,2,2,75,5,-1,-1,-1,2,2,0,-1,-1,0,-1,1,-1,2,7210691.325657,-1,2019,6883993.077824,620,10,0,40,0,0,0,0,0,0,70,700,0,0,0,0,0,0,-0.65562624,13.188097,-1
20190101192316,-1,2,37,2,1,60,1,2,-1,-1,1,-1,0,1,120000,0,-1,3,-1,2,5902565.692042,50,2019,5945742.662523,420,100,0,0,590,0,0,0,0,0,50,240,0,0,0,0,40,0,-0.6425408,-4.3328276,13
20190101192325,-1,1,43,2,1,39,1,2,2,-1,2,-1,0,1,76923,0,-1,3,-1,5,13536278.99019,40,2019,14326859.397712,575,145,0,0,495,0,0,0,0,0,45,60,0,0,0,0,120,0,0.49647665,-3.543346,13
20190101192407,-1,1,42,2,1,59,5,-1,-1,-1,1,1,0,-1,-1,0,1,1,-1,1,7565753.670797,-1,2019,7382284.452048,600,370,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,170,-4.217828,12.024818,-1
20190101192424,-1,2,39,2,3,65,5,-1,-1,-1,1,2,0,-1,-1,0,-1,2,-1,2,16060070.705816,-1,2019,16612292.566357,570,90,0,90,0,0,0,20,0,0,15,570,0,0,0,0,40,45,-8.764701,10.277211,4
20190101192460,-1,1,43,2,1,41,1,2,2,-1,1,2,2,1,288461,0,-1,1,1,3,7523790.635488,40,2019,6983496.533412,555,34,139,0,396,0,10,0,0,0,60,180,0,0,0,0,66,0,-1.5386202,-1.2473338,3
20190101192482,-1,1,40,2,1,32,1,2,2,-1,1,1,1,1,144230,0,2,1,1,2,8428150.682897,57,2019,8150837.49724,530,10,30,0,740,0,0,0,0,0,20,85,0,0,0,0,25,0,-0.7441582,-2.6090877,3
20190101192485,-1,1,42,2,1,55,1,1,-1,-1,2,1,1,1,42450,0,1,1,17,4,9628544.417478,36,2019,11411510.843347,420,125,90,0,60,0,0,0,0,0,75,420,185,45,0,0,20,0,-3.68427,7.7766213,14
20190101192504,-1,1,43,2,1,68,1,2,-1,-1,2,1,1,1,76900,0,1,1,13,4,4289802.322858,40,2019,4104623.678574,750,115,0,0,0,0,70,0,0,0,80,390,0,0,0,0,35,0,1.4919544,10.386583,16
20190110180684,-1,1,33,1,1,37,5,-1,2,-1,2,-1,5,-1,-1,0,-1,3,9,4,36076675.430025,-1,2019,34111469.728967,660,360,0,0,0,0,0,0,0,0,120,300,0,0,0,0,0,0,-2.4004657,10.805236,17
20190110181835,-1,1,39,2,1,41,1,2,2,-1,1,-1,0,1,83250,1,-1,3,-1,3,19276654.427899,45,2019,17935996.123464,385,15,0,0,495,0,35,0,0,0,15,300,0,0,0,0,75,120,-0.34460202,-5.0736513,13
20190111180022,-1,1,39,2,1,30,1,2,2,-1,2,-1,1,1,132692,0,-1,3,4,1,2305131.067106,40,2019,2354985.911957,450,31,15,11,0,0,205,0,0,0,30,593,0,0,0,0,105,0,0.51041245,9.663433,16
20190111180065,-1,1,44,2,2,48,1,2,2,-1,1,-1,0,1,144200,0,-1,3,-1,1,3320074.054978,40,2019,3532231.571752,759,125,0,20,0,0,170,0,0,0,20,285,0,0,0,5,56,0,0.50635946,8.83816,15
20190111180069,-1,1,35,2,2,63,1,2,-1,-1,2,-1,1,2,63000,0,-1,3,4,7,5519244.880191,24,2019,4949951.694669,720,45,560,0,0,0,0,0,0,0,30,85,0,0,0,0,0,0,-1.0343881,4.6730103,9
20190111180093,-1,1,36,2,2,39,5,-1,1,2,2,-1,0,-1,-1,0,-1,3,-1,2,12243799.524934,-1,2019,10753994.347574,862,0,0,0,0,0,2,0,0,0,60,203,0,0,0,0,313,0,2.889474,11.989522,22
20190111180126,-1,1,43,2,2,39,4,-1,2,-1,2,1,1,-1,-1,0,1,1,10,4,16754424.530341,-1,2019,20625506.902092,517,215,46,20,0,0,32,0,0,0,30,342,0,0,0,210,28,0,2.3261805,6.7831078,10
20190111180132,-1,1,40,2,6,36,1,2,2,-1,1,1,2,1,288456,0,2,1,10,1,3724694.717223,42,2019,3622234.565604,455,45,0,0,720,0,0,0,0,0,10,75,105,0,0,30,0,0,2.3234181,-1.9716318,1
20190111180151,-1,1,43,2,1,32,1,2,2,-1,1,1,2,1,173076,0,1,1,3,1,2490491.791622,45,2019,2878398.869643,640,120,125,0,15,0,90,0,0,0,60,240,120,0,0,0,30,0,-0.93714833,6.8389263,9
20190111180540,-1,1,44,2,1,57,1,1,-1,-1,2,1,0,1,64000,0,2,1,-1,2,17458118.891416,50,2019,20034553.973384,570,0,0,0,600,0,0,60,0,0,60,30,0,0,0,0,120,0,10.923536,8.77554,7
20190111180550,-1,1,43,2,1,67,5,-1,-1,-1,2,1,0,-1,-1,0,2,1,-1,2,13987745.155197,-1,2019,12959358.370279,620,285,0,0,0,0,0,0,0,0,45,430,0,0,0,0,60,0,-3.6084435,12.757778,19
20190111180554,-1,2,35,1,7,16,5,-1,1,1,2,-1,2,-1,-1,0,-1,3,6,2,33882780.419847,-1,2019,37631221.325244,660,85,15,0,0,390,0,0,0,0,165,0,0,0,0,30,35,60,-11.054232,2.532292,0
20190111180555,-1,1,43,2,2,60,1,2,-1,-1,2,-1,1,1,120000,1,-1,3,11,3,6772968.732517,40,2019,7285891.185307,490,455,0,0,0,0,0,0,0,0,45,420,0,0,0,0,30,0,-3.5008035,12.088943,20
20190111180558,-1,1,39,2,1,54,1,2,-1,-1,1,1,0,1,120000,0,2,1,-1,5,24820073.564369,40,2019,26249795.079575,585,35,0,0,510,0,0,0,0,0,10,120,0,0,0,0,180,0,1.4045787,-4.5652213,13
20190111180567,-1,1,40,2,2,55,5,-1,-1,-1,1,2,0,-1,-1,0,-1,1,-1,1,10766714.937888,-1,2019,11457253.494643,780,20,0,0,0,0,0,0,0,0,30,610,0,0,0,0,0,0,1.9621454,13.542802,22
20190111180579,-1,1,44,2,2,44,1,1,2,-1,2,1,3,1,173076,0,1,1,5,3,9341055.233106,60,2019,9002118.098794,620,80,70,0,595,0,0,0,0,0,15,0,0,0,0,0,60,0,-0.8393474,-2.1688192,3
20190111180586,-1,1,40,2,2,67,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,2,2662333.038894,-1,2019,2565084.040123,66,2,0,0,0,0,0,0,0,0,20,1242,0,20,0,90,0,0,-1.8396646,13.553998,-1
20190111180613,-1,2,43,2,1,46,1,2,2,-1,1,1,1,1,192307,0,1,1,9,7,3584770.912686,40,2019,3469720.773119,440,285,45,0,0,0,5,0,0,0,50,200,180,0,0,0,70,165,-3.7530062,8.655189,14
20190111180624,-1,1,45,2,4,28,1,2,2,-1,2,-1,0,1,115384,0,-1,3,-1,4,14201083.288697,70,2019,12308124.482734,545,0,0,0,750,0,0,0,0,0,75,35,0,0,0,0,35,0,0.10311423,-3.6232617,13
20190111180626,-1,1,43,1,1,52,1,2,-1,-1,2,-1,0,2,24038,0,-1,3,-1,1,921697.665606,25,2019,1055003.740713,638,240,0,0,0,0,15,0,0,0,10,308,0,185,0,0,44,0,5.056834,5.353073,11
20190111180629,-1,1,40,2,1,37,1,2,2,-1,2,1,3,1,138461,0,1,1,8,1,6041041.511767,40,2019,5728981.985042,510,350,80,0,0,0,90,0,0,0,50,230,0,0,0,0,40,90,-0.6833725,8.137617,-1
20190111180643,-1,1,43,1,1,25,1,2,1,2,2,1,0,1,48000,0,1,1,-1,5,54091866.586546,40,2019,47784875.925662,540,15,0,0,460,240,0,0,0,0,30,145,0,0,0,0,10,0,-10.497645,1.6846247,0
20190111180646,-1,2,36,2,1,17,1,2,1,1,2,-1,1,1,-1,1,-1,3,17,3,13597122.265705,40,2019,15021056.713756,625,385,0,0,110,60,0,0,0,0,120,30,0,0,0,0,110,0,-2.452722,10.592491,-1
